orf_name_a	orf_name_b	PDB_ID	interface_area	date	n_polypeptide	n_dna	n_rna	n_sugar	n_ligand	n_carbohydrate_polymer	experimental_method	polymeric_count	min_coverage	mean_coverage	n_residue_contacts	IntraclashesGroup1	IntraclashesGroup2	Interaction Energy	StabilityGroup1	StabilityGroup2
YER002W	YOL077C	6c0f	211.809082031	20180314.0	40.0	0.0	3.0	0.0	1.0	0.0	Electron Microscopy	43.0	89.3	94.0	13.0	11.8029	18.4315	-2.57783	94.5531	53.8339
YMR049C	YOL077C	6em5	152.4375	20171227.0	54.0	0.0	3.0	0.0	0.0	0.0	Electron Microscopy	57.0	72.9	78.75	10.0	98.1349	50.2035	-7.69269	376.873	88.9851
YDR447C	YNL178W	6zvi		20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	91.9	92.4						
YBR247C	YNL178W	6fai	380.33203125	20180228.0	35.0	0.0	1.0	0.0	2.0	0.0	Electron Microscopy	36.0	54.2	68.15	13.0	12.4574	17.6916	-4.90915	78.1571	-21.1905
YBR247C	YKL143W	5wwo	1443.34960938	20170628.0	2.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	2.0	9.9	32.050000000000004	88.0	2.0447	16.5093	-40.7149	33.4924	-62.3051
YHL015W	YNL178W	6zvi	194.279052734	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	83.5	88.2						
YLR388W	YNL178W	6zvi	296.762207031	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	92.9	93.75						
YBR247C	YLR388W	6fai	159.151855469	20180228.0	35.0	0.0	1.0	0.0	2.0	0.0	Electron Microscopy	36.0	54.2	60.15	9.0	18.1855	4.17532	-1.53021	-17.5798	25.7901
YHL015W	YLR388W	6zvi	445.017333984	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	83.5	89.05						
YNL178W	YPL239W	4bsz	222.318359375	20130904.0	2.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	8.0	75.0	76.45	12.0	7.45575	9.25216	-2.2161	48.5052	-5.53246
YLR192C	YNL178W	7a1g		20201014.0	35.0	0.0	1.0	0.0	4.0	0.0	Electron Microscopy	37.0	45.3	68.9						
YGR118W	YLR192C	7a1g		20201014.0	35.0	0.0	1.0	0.0	4.0	0.0	Electron Microscopy	37.0	29.8	64.55						
YLR192C	YLR287C-A	7a1g		20201014.0	35.0	0.0	1.0	0.0	4.0	0.0	Electron Microscopy	37.0	45.3	70.25						
YGL123W	YLR192C	7a1g		20201014.0	35.0	0.0	1.0	0.0	4.0	0.0	Electron Microscopy	37.0	45.3	65.15						
YNL178W	YOR293W	6zvi	857.8737792969999	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	87.6	90.25						
YLR388W	YOR293W	6zvi	291.88671875	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	87.6	91.1						
YOR293W	YOR369C	6wdr		20200930.0	31.0	0.0	1.0	0.0	0.0	0.0	Electron Microscopy	32.0	87.4	89.4						
YLR192C	YOR293W	7a1g		20201014.0	35.0	0.0	1.0	0.0	4.0	0.0	Electron Microscopy	37.0	45.3	66.44999999999999						
YDR025W	YDR064W	6eml	180.962890625	20171129.0	31.0	0.0	1.0	0.0	0.0	0.0	Electron Microscopy	32.0	99.3	99.35	10.0	17.1138	16.7667	2.58057	44.4668	98.2616
YDR025W	YJL190C	6zvi	120.934814453	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	93.6	96.4						
YDR025W	YGR118W	6zvi	452.598632812	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	93.6	96.44999999999999						
YBL072C	YDR025W	6zvi	704.521484375	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	93.6	96.55						
YDR064W	YOR096W	6zvi	157.4140625	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	97.4	98.35						
YJL190C	YOR096W	6zvi	447.63403320300006	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	97.4	98.30000000000001						
YDR064W	YKL156W	7a1g	642.8371582030001	20201014.0	35.0	0.0	1.0	0.0	4.0	0.0	Electron Microscopy	37.0	98.8	99.05						
YKL156W	YKR057W	6zvi	417.702880859	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	98.8	99.4						
YJL190C	YKL156W	7a1g	508.3974609380001	20201014.0	35.0	0.0	1.0	0.0	4.0	0.0	Electron Microscopy	37.0	98.8	99.0						
YKL156W	YMR309C	6zce		20201007.0	43.0	0.0	1.0	0.0	5.0	0.0	Electron Microscopy	45.0	84.0	91.4						
YKL210W	YLR167W	6zqh	1503.16821289	20201104.0	2.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	2.0	50.0	74.45						
YKL210W	YLL039C	6zqh	1503.16821289	20201104.0	2.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	2.0	19.9	59.400000000000006						
YDR054C	YKL210W	6nya	1607.25097656	20190807.0	3.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	3.0	60.7	79.85	82.0	13.6365	53.9692	-25.8039	-0.0660816	-148.506
YER125W	YLR167W	3olm	840.355712891	20110323.0	2.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	2.0	48.7	50.3	47.0	4.41055	42.6442	-19.234	17.8983	59.8126
YER125W	YLL039C	3olm	840.355712891	20110323.0	2.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	2.0	19.4	35.65	47.0	4.41055	42.6442	-19.234	17.8983	59.8126
YER125W	YJL151C	4lcd	397.324829102	20130814.0	3.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	3.0	10.5	31.4	21.0	2.12797	55.8571	-8.75395	18.9338	109.772
YFR004W	YLR167W	5u4p	1179.35668945	20170906.0	3.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	3.0	50.0	56.7	78.0	3.61455	14.9889	-17.0758	24.041	18.0195
YFR004W	YLL039C	5u4p	1179.35668945	20170906.0	3.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	3.0	19.9	41.65	78.0	3.61455	14.9889	-17.0758	24.041	18.0195
YFR004W	YIL148W	5u4p	1179.35668945	20170906.0	3.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	3.0	59.4	61.4	78.0	3.61455	14.9889	-17.0758	24.041	18.0195
YFR004W	YFR052W	3jck	244.639648438	20160120.0	9.0	0.0	0.0	0.0	1.0	0.0	Electron Microscopy	9.0	92.5	94.8	14.0	50.4088	43.7692	-8.34328	143.984	163.633
YFR004W	YIL075C	5mpd	695.549804688	20170308.0	13.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	13.0	94.4	96.0	38.0	61.4303	44.8224	-6.76174	381.486	216.535
YFR004W	YOR117W	6ef3	227.403320312	20181017.0	24.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	24.0	91.7	92.25	10.0	42.3872	64.6927	-1.04635	329.744	311.004
YDR394W	YFR004W	6ef3	160.661132812	20181017.0	24.0	0.0	0.0	0.0	2.0	0.0	Electron Microscopy	24.0	89.3	91.05	5.0	43.9198	66.7982	-0.930668	311.37	311.293
YFR004W	YKL145W	4cr4	381.590820312	20140402.0	33.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	33.0	87.4	88.80000000000001	22.0	54.2764	56.6604	-1.58383	262.767	172.675
YLR167W	YMR276W	1wr1	443.872558594	20050419.0	2.0	0.0	0.0	0.0	0.0	0.0	Solution NMR	2.0	12.3	31.15						
YLL039C	YMR276W	1wr1	443.872558594	20050419.0	2.0	0.0	0.0	0.0	0.0	0.0	Solution NMR	2.0	12.3	16.1						
YIL148W	YMR276W	1wr1	443.872558594	20050419.0	2.0	0.0	0.0	0.0	0.0	0.0	Solution NMR	2.0	12.3	35.85						
YKR094C	YMR276W	1wr1	443.872558594	20050419.0	2.0	0.0	0.0	0.0	0.0	0.0	Solution NMR	2.0	12.3	35.85						
YLR167W	YOR369C	6zvi	511.702880859	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	48.0	67.35						
YKL143W	YOR369C	6fai	133.9921875	20180228.0	35.0	0.0	1.0	0.0	2.0	0.0	Electron Microscopy	36.0	9.9	48.650000000000006	7.0	2.05753	11.85	-0.501067	33.1204	69.6988
YBR247C	YOR369C	6fai	142.674560547	20180228.0	35.0	0.0	1.0	0.0	2.0	0.0	Electron Microscopy	36.0	54.2	70.80000000000001	5.0	18.9798	12.0954	-2.02849	-13.5751	67.1947
YCR093W	YDL165W	4by6	1911.42626953	20131016.0	3.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	3.0	24.3	61.35	112.0	17.9325	40.6265	-35.3774	45.1826	-151.279
YDL165W	YPR072W	4by6	3147.78808594	20131016.0	3.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	3.0	38.4	68.4	212.0	15.1901	8.75457	-69.53	48.4794	33.814
YCR093W	YPR072W	4by6	2060.84814453	20131016.0	3.0	0.0	0.0	0.0	4.0	0.0	X-ray diffraction	3.0	24.3	31.35	129.0	32.4339	9.40291	-48.8081	-153.811	42.5182
YBR079C	YOR361C	6zce		20201007.0	43.0	0.0	1.0	0.0	5.0	0.0	Electron Microscopy	45.0	50.8	69.05						
YBR079C	YMR309C	4u1c	1171.92480469	20140910.0	2.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	2.0	28.1	47.55	64.0	64.7378	21.4861	-19.5747	132.075	10.5969
YMR146C	YOR361C	3zwl	1026.01708984	20111005.0	2.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	2.0	5.1	51.849999999999994	58.0	3.25837	43.0395	-26.6412	6.51523	35.1558
YBR079C	YMR146C	3jap	279.548828125	20150812.0	44.0	0.0	3.0	0.0	4.0	0.0	Electron Microscopy	47.0	50.8	74.69999999999999	12.0	27.7567	21.9818	2.04636e-12	-53.3882	108.8
YDL017W	YPL153C	5t2s	478.692199707	20161012.0	2.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	2.0	1.8	9.950000000000001	21.0	0.145275	13.0404	-9.99157	6.77809	-3.35179
YDR217C	YPL153C	1k2n	668.7567138669999	20011205.0	2.0	0.0	0.0	0.0	0.0	0.0	Solution NMR	2.0	0.7	9.95	26.0	0.531723	72.5129	-2.42439	9.61439	136.848
YDL017W	YDR052C	5t2s	545.190429688	20161012.0	2.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	2.0	1.8	9.200000000000001	22.0	1.38128	16.1183	-10.2921	7.95759	-9.41424
YDR052C	YPL153C	5t2s	2061.55957031	20161012.0	2.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	2.0	16.6	17.35	124.0	11.7904	16.9038	-39.9887	2.99799	-6.72096
YCR031C	YLR441C	7a1g	750.8969726560001	20201014.0	35.0	0.0	1.0	0.0	4.0	0.0	Electron Microscopy	37.0	91.0	91.85						
YCR031C	YGL189C	6zvi	1112.82421875	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	81.5	87.45						
YGL189C	YLR441C	7a1g	306.798828125	20201014.0	35.0	0.0	1.0	0.0	4.0	0.0	Electron Microscopy	37.0	81.5	86.25						
YCR031C	YOR145C	6fai	1234.88232422	20180228.0	35.0	0.0	1.0	0.0	2.0	0.0	Electron Microscopy	36.0	66.1	79.4	68.0	13.1686	14.5716	-10.3752	60.9859	42.6123
YJR123W	YOR145C	6fai	85.64306640619999	20180228.0	35.0	0.0	1.0	0.0	2.0	0.0	Electron Microscopy	36.0	66.1	78.85	5.0	16.6108	14.7405	1.06324	90.5043	44.3666
YLR441C	YOR145C	6fai	231.578125	20180228.0	35.0	0.0	1.0	0.0	2.0	0.0	Electron Microscopy	36.0	66.1	75.0	6.0	22.1992	14.7398	-1.374	76.9121	45.6234
YOR145C	YOR167C	6fai	133.222412109	20180228.0	35.0	0.0	1.0	0.0	2.0	0.0	Electron Microscopy	36.0	66.1	80.05	6.0	7.07144	15.6739	-0.389165	32.9033	40.339
YDL042C	YDR227W	4iao	3441.53955078	20121226.0	2.0	0.0	0.0	0.0	2.0	0.0	X-ray diffraction	2.0	6.7	43.85	224.0	28.9014	9.59434	-75.5773	63.4103	81.3228
YLR442C	YNL216W	3owt	825.03894043	20110112.0	2.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	3.0	2.0	9.95	46.0	0.563798	7.88354	-18.5153	9.8114	3.75224
YLL003W	YOR257W	2doq	1611.77197266	20060627.0	2.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	4.0	8.4	50.45	83.0	20.1312	6.57659	-39.9683	95.1768	65.0529
YBR111W-A	YOR257W	3fwb	131.272705078	20090414.0	3.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	3.0	93.8	94.4	5.0	8.92271	6.18893	-1.38603	16.911	6.68062
YBR111W-A	YOR098C	4mbe	353.047058105	20140702.0	4.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	5.0	0.8	49.35	15.0	0.314049	14.8824	-9.00866	5.81477	15.2077
YBR111W-A	YDR159W	3fwb	1573.72509766	20090414.0	3.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	3.0	4.2	49.0	87.0	1.06549	6.01583	-52.7049	-4.51942	14.5036
YBR111W-A	YMR223W	3mhs	1160.23022461	20100421.0	5.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	5.0	94.8	97.4	66.0	29.4847	4.83684	-25.1314	52.0294	-2.61259
YBR111W-A	YGL066W	3mhs	625.5046386719999	20100421.0	5.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	5.0	13.9	54.35	38.0	3.45258	6.79575	-11.0774	48.5934	-7.08677
YBR111W-A	YPL047W	3mhs	1350.91333008	20100421.0	5.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	5.0	93.9	94.35	84.0	10.616	3.78246	-44.1053	25.0992	-4.26157
YJR052W	YPL046C	5zb2	598.6862792969999	20190227.0	2.0	0.0	0.0	0.0	6.0	0.0	X-ray diffraction	4.0	71.0	84.0	38.0	26.0545	8.02738	-17.3215	4.85332	11.2837
YER008C	YPR165W	3a58	714.5795898439999	20100112.0	2.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	2.0	13.0	49.8	32.0	20.9873	21.9159	-17.2373	27.4969	24.6194
YER008C	YIL068C	5yfp	105.607421875	20180131.0	8.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	8.0	54.0	77.0	5.0	1181.44	1142.77	-2.61973	1715.49	1871.01
YER008C	YPR055W	6vkl	957.20703125	20200729.0	8.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	8.0	54.0	76.0						
YDR477W	YGL115W	3tdh	1799.62255859	20111109.0	3.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	3.0	26.2	62.15	116.0	2.489	15.7095	-41.9744	12.5172	-8.59725
YDR477W	YGL208W	3tdh	2359.64892578	20111109.0	3.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	3.0	26.2	26.45	154.0	2.68044	3.98976	-70.3727	15.3864	37.7214
YGL115W	YGL208W	3tdh	1007.38818359	20111109.0	3.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	3.0	26.7	62.4	69.0	16.1461	3.2198	-31.4203	-10.2568	28.4263
YDR311W	YER171W	5oqj	1135.14355469	20180425.0	29.0	2.0	0.0	0.0	3.0	0.0	Electron Microscopy	31.0	90.7	95.1	60.0	67.2529	77.3778	-0.104171	299.494	107.216
YDR311W	YGR258C	2lox	752.701416016	20120215.0	2.0	0.0	0.0	0.0	0.0	0.0	Solution NMR	2.0	1.9	9.85	42.0	2.92634	61.9302	-6.34105	28.4845	124.764
YDR311W	YER162C	2m14	563.9221191409999	20130123.0	2.0	0.0	0.0	0.0	0.0	0.0	Solution NMR	2.0	2.0	9.9	33.0	1.94042	45.4788	-0.407321	20.2587	101.462
YDR460W	YER171W	5oqj	270.345703125	20180425.0	29.0	2.0	0.0	0.0	3.0	0.0	Electron Microscopy	31.0	43.0	66.85	12.0	67.9179	16.6246	-11.3262	303.867	79.975
YDR404C	YDR460W	5oqm	129.819335938	20180509.0	44.0	2.0	0.0	0.0	3.0	0.0	Electron Microscopy	46.0	43.0	71.5	6.0	8.16246	18.1392	0.371455	57.554	74.2022
YDR460W	YKL028W	5oqj	415.400390625	20180425.0	29.0	2.0	0.0	0.0	3.0	0.0	Electron Microscopy	31.0	39.6	41.3	20.0	18.5179	16.8674	-8.40562	73.1094	78.1094
YER171W	YLR005W	5oqj	494.107421875	20180425.0	29.0	2.0	0.0	0.0	3.0	0.0	Electron Microscopy	31.0	72.7	81.7	27.0	66.4079	27.2697	-4.44446	303.726	105.805
YDR311W	YLR005W	5oqj	642.006835938	20180425.0	29.0	2.0	0.0	0.0	3.0	0.0	Electron Microscopy	31.0	72.7	86.1	28.0	40.8402	27.1829	0.92593	71.6856	110.492
YBR081C	YDR392W	6t9k	943.043457031	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	17.8	58.6	50.0	17.7728	14.0839	-16.4674	65.5697	137.29
YDR392W	YGL112C	6t9k	145.878417969	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	89.1	94.25	6.0	16.766	24.4514	0.365856	61.8438	235.87
YBR081C	YGL112C	6t9k	3765.13964844	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	17.8	53.449999999999996	206.0	19.2765	27.2687	-59.9988	151.383	247.237
YBR198C	YGL112C	6t9k	4116.4609375	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	89.1	91.1	261.0	60.0128	25.965	-65.1479	272.346	245.421
YDR145W	YDR392W	6t9k	954.489746094	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	20.0	59.7	43.0	14.0473	6.17081	-5.85445	64.6973	56.6691
YDR145W	YHR099W	6t9j	2774.77148438	20200129.0	3.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	3.0	11.3	55.65	168.0					
YDR145W	YOL148C	6t9j	683.576660156	20200129.0	3.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	3.0	4.6	7.95	33.0	3.24406	4.52599	-5.85512	30.8728	50.7413
YDR145W	YGL112C	6t9k	496.141601562	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	20.0	54.55	26.0	23.2603	4.93791	-6.7404	235.472	57.4578
YDR145W	YGL066W	6t9k	248.889160156	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	12.8	16.4	8.0	5.23291	5.71997	-4.55925	55.4155	54.7884
YDR167W	YDR392W	6t9k	1233.48925781	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	68.0	83.7	70.0	17.3631	8.33368	-24.0757	69.9192	79.2428
YBR081C	YDR167W	6t9k	3258.75634766	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	17.8	42.9	182.0	14.2789	9.2308	-77.3044	144.189	84.2627
YBR198C	YDR167W	6t9k	263.800292969	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	68.0	80.55	20.0	59.5048	8.88633	-1.05519	255.742	73.1983
YDR167W	YGL112C	6t9k	606.774902344	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	68.0	78.55	25.0	24.1549	8.79944	-0.911691	234.906	73.1608
YDR145W	YDR167W	6t9k	177.90478515599995	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	20.0	44.0	8.0	4.5268	9.54209	-4.56735	54.1524	72.7249
YDR167W	YMR236W	6t9k	434.930175781	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	68.0	72.2	19.0	4.97326	8.07395	-5.24865	36.8683	74.9929
YDR392W	YPL254W	6t9k	607.023925781	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	48.8	74.1	31.0	17.3698	10.8843	0.723769	60.5622	132.519
YBR081C	YPL254W	6t9k	721.05859375	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	17.8	33.3	41.0	13.77	12.1297	-8.65797	134.985	139.148
YBR198C	YPL254W	6t9k	395.3388671880001	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	48.8	70.94999999999999	17.0	61.0237	11.4566	-6.06424	254.736	134.234
YOL148C	YPL254W	6t9k	1358.61035156	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	41.2	45.0	71.0	13.0053	11.9158	-10.8497	90.8212	134.854
YGL112C	YPL254W	6t9k	329.006835938	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	48.8	68.94999999999999	16.0	23.692	11.0697	-0.500177	233.292	132.518
YGL066W	YPL254W	6t9k	2426.14013672	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	12.8	30.799999999999997	141.0	3.95025	10.9805	-37.4272	60.2895	138.749
YDR145W	YPL254W	6t9k	2559.51464844	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	20.0	34.4	156.0	4.45129	12.3264	-64.1573	68.1466	151.16
YMR236W	YPL254W	6t9k	862.436523438	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	48.8	62.6	39.0	4.34676	10.7058	-8.6501	40.1605	135.876
YDR167W	YPL254W	6t9k	151.353027344	20200129.0	11.0	0.0	0.0	0.0	0.0	0.0	Electron Microscopy	11.0	48.8	58.4	5.0	9.25781	11.017	-0.497767	73.104	133.098
YGR183C	YOR065W	3cx5	883.858398438	20080513.0	12.0	0.0	0.0	0.0	10.0	1.0	X-ray diffraction	23.0	80.3	83.35	54.0	11.7873	2.81438	-21.1169	13.2087	24.2294
YBL045C	YGR183C	3cx5	276.306396484	20080513.0	12.0	0.0	0.0	0.0	10.0	1.0	X-ray diffraction	23.0	86.4	90.35	13.0	31.3048	1.90687	-1.06039	28.0709	21.5968
YEL024W	YGR183C	3cx5	727.677490234	20080513.0	12.0	0.0	0.0	0.0	10.0	1.0	X-ray diffraction	23.0	86.0	86.2	39.0	14.8047	1.98641	-10.938	51.9984	22.2219
YKL182W	YPL231W	2uv8	257.1953125	20070417.0	2.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	12.0	92.6	96.19999999999999	18.0					
YOL139C	YOR276W	6fc3	1533.03686523	20180627.0	2.0	0.0	0.0	0.0	2.0	0.0	X-ray diffraction	2.0	28.0	56.0	84.0	9.83388	0.897257	-43.1134	-28.5594	14.1135
YKL204W	YOL139C	6fc1	2314.18945312	20180627.0	2.0	0.0	0.0	0.0	2.0	0.0	X-ray diffraction	2.0	9.7	49.2	134.0	6.2586	2.36109	-63.8875	-33.5361	31.7832
YGR162W	YOL139C	1rf8	2165.9296875	20031223.0	2.0	0.0	0.0	0.0	2.0	0.0	Solution NMR	2.0	10.3	55.15	151.0	212.901	68.9841	18.2926	463.942	192.078
YGR162W	YKR059W	2vso	1412.36914062	20080624.0	2.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	2.0	29.1	62.900000000000006	84.0	34.7711	23.4433	-32.7161	5.25008	13.9032
YGR162W	YJL138C	2vso	1412.36914062	20080624.0	2.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	2.0	29.1	62.900000000000006	84.0	34.7711	23.4433	-32.7161	5.25008	13.9032
YFR034C	YMR308C	3w3x	656.31072998	20130410.0	2.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	2.0	3.2	51.300000000000004	42.0	2.53353	90.8878	-9.33341	10.4496	-103.507
YHR084W	YMR308C	3w3w	701.328918457	20130410.0	2.0	0.0	0.0	0.0	0.0	0.0	X-ray diffraction	2.0	1.7	50.7	44.0	1.10008	97.3962	-13.6435	11.6252	-102.981
YMR143W	YOL121C	7a1g	152.44140625	20201014.0	35.0	0.0	1.0	0.0	4.0	0.0	Electron Microscopy	37.0	98.6	98.94999999999999						
YDR450W	YOL121C	6zvi	421.514160156	20200909.0	34.0	0.0	4.0	0.0	1.0	0.0	Electron Microscopy	38.0	99.3	99.3						
YCL009C	YMR108W	6u9d		20200715.0	2.0	0.0	0.0	0.0	5.0	0.0	X-ray diffraction	16.0	82.5	85.2						
YDL040C	YHR013C	4xnh	4005.55761719	20160720.0	4.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	4.0	94.5	95.95	217.0	14.6676	50.2777	-93.848	15.9444	-136.58
YHR013C	YOR253W	4xnh	355.428222656	20160720.0	4.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	4.0	94.5	96.7	13.0	14.3558	11.8451	-3.13961	7.28902	3.11267
YDL040C	YOR253W	4xnh	689.8657226560001	20160720.0	4.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	4.0	97.4	98.15	43.0	48.2156	10.2416	-15.5392	-152.116	3.66759
YFL005W	YNL272C	2eqb	809.6098632810001	20070522.0	2.0	0.0	0.0	0.0	1.0	0.0	X-ray diffraction	3.0	12.1	45.349999999999994	45.0	48.421	7.78099	-20.0225	130.978	81.8779
YPR010C	YPR110C	6rui	1391.72363281	20191211.0	18.0	2.0	0.0	0.0	1.0	0.0	Electron Microscopy	20.0	91.3	95.19999999999999	79.0	13.645	100.966	-25.6508	105.715	442.622
YOR341W	YPR010C	6rui	8717.3125	20191211.0	18.0	2.0	0.0	0.0	1.0	0.0	Electron Microscopy	20.0	80.4	89.75	575.0					
YPR010C	YPR187W	4c2m	128.0234375	20131023.0	14.0	0.0	0.0	0.0	2.0	0.0	X-ray diffraction	15.0	64.5	81.95	5.0	6.67925	112.682	-0.3849	-9.89391	168.293
YOR210W	YPR110C	6rui	1106.45727539	20191211.0	18.0	2.0	0.0	0.0	1.0	0.0	Electron Microscopy	20.0	91.3	94.94999999999999	70.0	14.5437	6.4705	-26.7626	108.508	34.5637
YOR151C	YOR210W	1twf	1523.51074219	20041116.0	10.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	10.0	92.9	95.75	104.0	154.631	8.25135	-30.0586	407.514	34.0424
YIL021W	YOR210W	1twf	1076.015625	20041116.0	10.0	0.0	0.0	0.0	3.0	0.0	X-ray diffraction	10.0	83.6	88.25	68.0	41.432	7.23391	-21.1704	135.288	35.0596
YOR210W	YPR010C	6rui	1929.91821289	20191211.0	18.0	2.0	0.0	0.0	1.0	0.0	Electron Microscopy	20.0	98.6	98.85	114.0	101.67	6.34678	-38.9641	435.742	36.9688
YKL125W	YPR110C	6ruo	117.083007812	20191211.0	18.0	2.0	0.0	0.0	1.0	0.0	Electron Microscopy	20.0	90.4	90.85	5.0	16.8787	28.2313	0.0262323	177.354	342.865
YKL125W	YOR341W	6rui	701.349609375	20191211.0	18.0	2.0	0.0	0.0	1.0	0.0	Electron Microscopy	20.0	80.4	85.4	37.0					
YKL125W	YPR187W	6rqt	347.818603516	20191211.0	15.0	2.0	0.0	0.0	1.0	0.0	Electron Microscopy	17.0	64.5	77.45	16.0	5.39048	37.3626	-0.00203614	72.0163	424.323
YKL125W	YPR010C	6rui	245.298828125	20191211.0	18.0	2.0	0.0	0.0	1.0	0.0	Electron Microscopy	20.0	90.4	94.75	9.0	99.9385	41.4258	0.584552	423.186	280.093
