uniprot_ac_a	uniprot_ac_b	in_contact	support	pdb_size	max_size
P17890	P25441	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P17890	P28000	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P17890	P35718	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P17890	P36121	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P17890	P40422	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P17890	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20434	P22276	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20434	P25441	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20434	P32910	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20434	P35718	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20434	P36121	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20434	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20435	P25441	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20435	P32349	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20435	P32910	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20435	P36121	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20435	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20435	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20436	P22276	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20436	P25441	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20436	P32349	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20436	P32910	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20436	P35718	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20436	P36121	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20436	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P20436	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P22139	P25441	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P22139	P32349	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P22139	P32910	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P22139	P35718	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P22139	P36121	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P22139	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P22139	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P22276	P32349	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P22276	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P25441	P28000	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P25441	P32349	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P25441	P32910	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P25441	P35718	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P25441	P40422	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P25441	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P25441	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P28000	P32349	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P28000	P32910	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P28000	P35718	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P28000	P36121	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P28000	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P28000	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P32349	P35718	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P32349	P36121	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P32349	P40422	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P32349	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P32349	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P32910	P35718	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P32910	P40422	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P32910	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P32910	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P35718	P36121	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P35718	P40422	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P35718	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P36121	P40422	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P36121	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P40422	P47076	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P40422	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P47076	Q04307	False	5fj8_1,5fj9_1,5fja_1,6cnb_1,6cnc_1,6cnd_1,6cnf_1,6eu0_1,6eu2_1,6eu3_1,6f40_1,6f41_1,6f42_1,6tut_1	17,17,17,19,19,19,19,20,17,17,20,20,20,18	20
P04050	P32773	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P04050	P32774	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P04050	P36145	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyl_1,6gym_1	23,20,20,28,43,36,20,28	43
P04050	P41895	False	5fmf_1,5fyw_1,5fz5_1,5ip7_1,5ip9_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,13,13,28,43,36,18,20,28	43
P04050	P41896	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P04050	Q00578	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P04050	Q02939	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P04050	Q3E7C1	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P07273	P13393	False	5fmf_1	23	23
P07273	P29055	False	5fmf_1	23	23
P07273	P32773	False	5fmf_1	23	23
P07273	P32774	False	5fmf_1	23	23
P07273	P36145	False	5fmf_1	23	23
P07273	P41895	False	5fmf_1	23	23
P07273	P41896	False	5fmf_1	23	23
P07273	Q00578	False	5fmf_1	23	23
P07273	Q02939	False	5fmf_1	23	23
P07273	Q3E7C1	False	5fmf_1	23	23
P08518	P32773	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P08518	P32774	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P08518	P36145	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyl_1,6gym_1	23,20,20,28,43,36,20,28	43
P08518	Q00578	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P08518	Q02939	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P08518	Q3E7C1	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P13393	P36145	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyl_1,6gym_1	23,20,20,28,43,36,20,28	43
P13393	P41895	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P13393	P41896	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P13393	Q00578	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P13393	Q02939	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P13393	Q3E7C1	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P16370	P32773	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P16370	P32774	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P16370	P36145	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyl_1,6gym_1	23,20,20,28,43,36,20,28	43
P16370	P41895	False	5fmf_1,5fyw_1,5fz5_1,5ip7_1,5ip9_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,13,13,28,43,36,18,20,28	43
P16370	P41896	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P16370	Q00578	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P16370	Q02939	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P16370	Q3E7C1	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20433	P32773	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20433	P32774	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20433	P36145	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyl_1,6gym_1	23,20,20,28,43,36,20,28	43
P20433	P41895	False	5fmf_1,5fyw_1,5fz5_1,5ip7_1,5ip9_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,13,13,28,43,36,18,20,28	43
P20433	P41896	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20433	Q00578	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20433	Q02939	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20433	Q3E7C1	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20434	P32773	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20434	P32774	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20434	P36145	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyl_1,6gym_1	23,20,20,28,43,36,20,28	43
P20434	P41895	False	5fmf_1,5fyw_1,5fz5_1,5ip7_1,5ip9_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,13,13,28,43,36,18,20,28	43
P20434	P41896	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20434	Q00578	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20434	Q02939	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20434	Q3E7C1	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20435	P32773	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20435	P32774	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20435	P36145	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyl_1,6gym_1	23,20,20,28,43,36,20,28	43
P20435	P41895	False	5fmf_1,5fyw_1,5fz5_1,5ip7_1,5ip9_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,13,13,28,43,36,18,20,28	43
P20435	P41896	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20435	Q00578	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20435	Q02939	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20435	Q3E7C1	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20436	P32773	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20436	P32774	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20436	P36145	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyl_1,6gym_1	23,20,20,28,43,36,20,28	43
P20436	P41895	False	5fmf_1,5fyw_1,5fz5_1,5ip7_1,5ip9_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,13,13,28,43,36,18,20,28	43
P20436	P41896	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P20436	Q00578	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20436	Q02939	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P20436	Q3E7C1	False	5fmf_1,5oqj_1,5oqm_1,5sva_1,6gym_1	23,28,43,36,28	43
P22139	P32773	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P22139	P32774	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,28,43,36,18,20,28	43
P22139	P36145	False	5fmf_1,5fyw_1,5fz5_1,5oqj_1,5oqm_1,5sva_1,6gyl_1,6gym_1	23,20,20,28,43,36,20,28	43
P22139	P41895	False	5fmf_1,5fyw_1,5fz5_1,5ip7_1,5ip9_1,5oqj_1,5oqm_1,5sva_1,6gyk_1,6gyl_1,6gym_1	23,20,20,13,13,28,43,36,18,20,28	43
