orf_name	Conservation	Essential	Publication count	Abundance
YKR106W	10	0	11	1.36
YLL067W-A	0	0	6	0.0
YLL067C	10	0	6	1.47
YLL066W-B	9	0	3	0.0
YLL066W-A	0	0	6	1.16
YLL066C	10	0	6	1.52
YLL065W	4	0	0	1.35
YLL064C	5	0	7	1.35
YLL063C	10	0	13	1.56
YLL062C	11	0	13	7.96
YLL061W	11	0	18	4.13
YLL060C	4	0	20	2.21
YLL059C	2	0	0	1.57
YLL058W	10	0	9	15.2
YLL057C	13	0	18	2.22
YLL056C	10	0	7	32.5
YLL055W	11	0	20	2.06
YLL054C	10	0	17	4.26
YLL053C	10	0	9	2.12
YLL052C	10	0	14	0.433
YLL051C	12	0	19	1.93
YLL050C	26	1	73	717.0
YLL049W	5	0	35	0.666
YLL048C	12	0	31	123.0
YLL047W	1	0	0	1.47
YLL046C	10	0	10	1.6
YLL044W	0	0	0	1.43
YLL045C	23	0	73	3508.0
YLL043W	10	0	73	20.9
YLL042C	6	0	23	1.44
YLL041C	29	0	40	193.0
YLL040C	26	0	68	57.7
YLL039C	19	0	255	238.0
YLL038C	10	0	23	30.1
YLL037W	2	1	0	0.0
YLL036C	11	1	74	100.0
YLL035W	11	1	20	0.17
YLL034C	27	1	39	68.8
YLL033W	11	0	17	0.0
YLL032C	11	0	23	25.7
YLL031C	14	1	25	19.0
YLL030C	3	0	0	1.4
YLL029W	28	0	32	41.6
YLL028W	13	0	34	59.3
YLL027W	10	0	27	28.6
YLL026W	16	0	163	711.0
YLL025W	5	0	11	1.76
YLL024C	23	0	157	10528.0
YLL023C	14	0	28	43.7
YLL022C	4	0	28	54.3
YLL021W	10	0	89	20.5
YLL020C	1	0	0	1.78
YLL019W-A	0	0	0	0.843
YLL019C	11	0	28	1.91
YLL018C-A	11	0	18	64.8
YLL018C	29	1	40	637.0
YLL015W	10	0	22	8.69
YLL014W	11	0	25	17.5
YLL013C	10	0	50	60.7
YLL012W	10	0	16	62.7
YLL011W	29	1	45	117.0
YLL010C	19	0	25	51.7
YLL009C	9	0	40	88.9
YLL008W	14	1	51	56.5
YLL007C	11	0	15	7.99
YLL006W-A	4	0	3	0.0
YLL006W	14	0	54	18.3
YLL005C	11	0	11	1.37
YLL004W	11	1	54	0.886
YLL003W	11	1	28	7.38
YLL002W	11	0	122	11.7
YLL001W	28	0	87	130.0
YLR001C	11	0	18	8.87
YLR002C	29	1	58	106.0
YLR003C	11	0	26	33.0
YLR004C	13	0	13	1.41
YLR005W	29	1	50	31.9
YLR006C	10	0	69	19.6
YLR007W	10	1	26	0.147
YLR008C	11	1	59	53.6
YLR009W	28	1	58	2.12
YLR010C	5	1	21	1.67
YLR011W	11	0	20	12.4
YLR012C	5	0	7	1.3
YLR013W	10	0	10	1.57
YLR014C	10	0	25	1.74
YLR015W	13	0	76	12.0
YLR016C	11	0	37	12.4
YLR017W	25	0	27	126.0
YLR018C	11	0	51	33.0
YLR019W	19	0	25	1.62
YLR020C	11	0	16	21.0
YLR021W	11	0	31	14.0
YLR022C	28	1	32	155.0
YLR023C	10	0	21	0.516
YLR024C	11	0	43	2.94
YLR025W	28	0	86	70.4
YLR026C	27	1	84	19.8
YLR027C	28	0	39	392.0
YLR028C	10	0	29	278.0
YLR029C	28	1	54	1343.0
YLR030W	4	0	6	0.087
YLR031W	7	0	15	1.3
YLR032W	16	0	128	12.8
YLR033W	11	1	43	482.0
YLR034C	13	0	24	13.6
YLR035C	10	0	24	5.71
YLR036C	4	0	12	8.76
YLR037C	5	0	9	1.8
YLR038C	26	0	27	99.6
YLR039C	11	0	67	3.93
YLR041W	2	0	0	1.42
YLR040C	6	0	11	0.013
YLR042C	4	0	10	131.0
YLR043C	11	0	56	481.0
YLR044C	13	0	79	11472.0
YLR045C	12	1	63	33.3
YLR046C	10	0	16	1.42
YLR047C	11	0	14	1.56
YLR048W	29	0	50	1648.0
YLR049C	5	0	9	3.57
YLR050C	10	0	16	19.3
YLR051C	11	1	18	54.2
YLR052W	6	0	47	38.4
YLR053C	4	0	7	1.35
YLR054C	10	0	14	1.61
YLR055C	14	0	111	66.5
YLR056W	25	0	66	333.0
YLR057W	10	0	16	2.58
YLR058C	28	0	53	1182.0
YLR059C	28	0	31	55.0
YLR060W	29	1	28	476.0
YLR061W	27	0	60	1530.0
YLR062C	0	0	0	1.55
YLR063W	13	0	14	6.91
YLR064W	11	0	30	58.4
YLR065C	10	0	16	11.5
YLR066W	11	1	21	73.2
YLR067C	10	0	35	9.92
YLR068W	11	0	14	28.4
YLR069C	29	0	27	92.3
YLR070C	10	0	14	2.13
YLR071C	11	1	60	10.3
YLR072W	10	0	24	7.92
YLR073C	11	0	19	5.78
YLR074C	13	0	36	114.0
YLR075W	25	1	92	2090.0
YLR076C	0	1	0	0.251
YLR077W	13	0	21	5.88
YLR078C	10	1	56	11.5
YLR079W	11	0	176	8.0
YLR080W	7	0	18	3.06
YLR081W	13	0	27	1.62
YLR082C	4	0	19	12.5
YLR083C	10	0	23	49.1
YLR084C	11	0	30	41.2
YLR085C	29	0	66	5.97
YLR086W	28	1	42	13.3
YLR087C	10	0	41	2.35
YLR088W	25	1	21	16.0
YLR089C	27	0	40	91.0
YLR090W	14	0	24	65.0
YLR091W	6	0	25	2.25
YLR092W	24	0	21	1.68
YLR093C	11	0	72	40.5
YLR094C	11	0	16	9.39
YLR095C	10	0	32	61.6
YLR096W	11	0	41	17.7
YLR097C	13	0	28	2.26
YLR098C	13	0	27	4.69
YLR099C	10	0	14	1.96
YLR099W-A	6	1	9	2.16
YLR100W	22	1	29	103.0
YLR101C	6	1	0	0.0
YLR102C	6	0	43	1.92
YLR103C	29	1	99	15.2
YLR104W	11	0	16	20.0
YLR105C	14	1	19	4.49
YLR106C	14	1	60	114.0
YLR107W	14	0	23	2.13
YLR108C	9	0	17	10.6
YLR109W	14	0	56	4084.0
YLR110C	7	0	46	2472.0
YLR111W	4	0	0	0.023
YLR112W	4	0	0	1.81
YLR113W	29	0	201	173.0
YLR114C	14	0	24	73.8
YLR115W	11	1	42	37.2
YLR116W	11	1	36	43.1
YLR117C	11	1	57	17.9
YLR118C	22	0	10	27.4
YLR119W	6	0	49	2.66
YLR120C	10	0	37	37.6
YLR120W-A	2	0	0	0.0
YLR121C	11	0	17	1.96
YLR122C	2	0	0	1.52
YLR123C	2	0	0	1.22
YLR124W	2	0	0	1.2
YLR125W	4	0	7	1.86
YLR126C	12	0	15	31.5
YLR127C	11	1	52	5.3
YLR128W	23	0	25	1.76
YLR129W	29	1	40	149.0
YLR130C	15	0	21	9.94
YLR131C	10	0	64	8.59
YLR132C	6	1	21	3.78
YLR133W	14	0	44	66.4
YLR134W	13	0	37	3308.0
YLR135W	11	0	69	3.79
YLR136C	11	0	26	2.94
YLR137W	11	0	11	4.98
YLR138W	14	0	45	22.1
YLR139C	11	0	19	30.5
YLR140W	3	1	0	0.042
YLR141W	11	1	25	2.25
YLR142W	11	0	25	7.88
YLR143W	27	0	25	62.2
YLR144C	12	0	22	20.6
YLR145W	11	1	23	5.71
YLR146C	10	0	20	33.6
YLR146W-A	6	0	5	0.054
YLR147C	10	1	45	4.43
YLR148W	11	0	59	32.5
YLR149C	11	0	12	3.0
YLR149C-A	4	0	0	1.58
YLR150W	10	0	90	1197.0
YLR151C	13	0	14	3.14
YLR152C	10	0	9	0.017
YLR153C	24	1	52	2083.0
YLR154C	4	0	27	6.2
YLR154W-A	10	0	0	0.266
YLR154W-B	10	0	0	0.956
YLR154W-C	10	0	10	0.035
YLR154W-E	10	0	0	2.17
YLR154W-F	10	0	0	0.0
YLR154C-G	10	0	7	0.211
YLR154C-H	8	0	3	0.057
YLR155C	10	0	18	1.44
YLR156W	1	0	6	3.98
YLR156C-A	8	0	3	0.057
YLR157C	10	0	18	0.072
YLR157W-D	1	0	2	0.341
YLR157W-E	1	0	3	0.024
YLR157C-C	8	0	3	0.057
YLR158C	10	0	18	1.38
YLR159W	1	0	6	0.184
YLR159C-A	8	0	3	0.057
YLR160C	10	0	18	18.1
YLR161W	1	0	6	0.184
YLR162W	10	0	4	6.13
YLR162W-A	10	0	3	0.201
YLR163W-A	0	0	0	0.0
YLR163C	28	1	34	37.2
YLR164W	14	0	15	1.79
YLR165C	11	0	9	1.48
YLR166C	29	1	68	39.9
YLR167W	27	1	54	1949.0
YLR168C	22	0	27	31.4
YLR169W	4	0	0	1.46
YLR171W	1	0	0	1.6
YLR170C	29	0	29	44.4
YLR172C	29	0	25	124.0
YLR173W	11	0	13	1.19
YLR174W	25	0	23	55.9
YLR175W	29	1	88	444.0
YLR176C	10	0	38	4.74
YLR177W	11	0	17	16.7
YLR178C	13	0	23	29.8
YLR179C	9	0	17	180.0
YLR180W	26	0	74	2217.0
YLR181C	10	0	52	61.7
YLR182W	11	0	143	43.4
YLR183C	10	0	32	5.7
YLR184W	4	0	0	1.63
YLR185W	29	0	44	568.0
YLR186W	29	1	43	231.0
YLR187W	10	0	22	11.8
YLR188W	11	0	29	20.4
YLR189C	11	0	24	6.01
YLR190W	6	0	50	13.8
YLR191W	10	0	64	57.6
YLR192C	11	0	58	270.0
YLR193C	25	0	37	13.1
YLR194C	6	0	15	11.5
YLR195C	24	1	30	25.1
YLR196W	28	1	47	466.0
YLR197W	29	1	85	516.0
YLR198C	0	1	0	0.0
YLR199C	11	0	22	37.5
YLR200W	11	0	69	37.3
YLR201C	28	0	25	34.2
YLR202C	4	0	0	1.61
YLR203C	14	0	48	117.0
YLR204W	4	0	25	2.48
YLR205C	10	0	15	2.24
YLR206W	12	0	32	37.7
YLR207W	10	0	44	3.95
YLR208W	29	1	102	272.0
YLR209C	24	0	16	25.8
YLR210W	13	0	43	1.33
YLR211C	11	0	11	2.06
YLR212C	11	1	53	72.2
YLR213C	11	0	12	1.33
YLR214W	11	0	23	17.6
YLR215C	26	1	21	41.5
YLR217W	0	0	0	1.27
YLR216C	28	0	63	480.0
YLR218C	11	0	19	16.6
YLR219W	10	0	26	22.2
YLR220W	15	0	42	35.6
YLR221C	7	0	34	50.2
YLR222C	29	1	47	115.0
YLR222C-A	4	0	0	0.0
YLR223C	11	1	40	14.3
YLR224W	4	0	21	2.04
YLR225C	10	0	10	55.2
YLR226W	11	0	47	34.6
YLR227C	6	0	15	1.33
YLR228C	11	0	31	3.45
YLR230W	2	1	0	1.49
YLR229C	26	1	188	20.8
YLR232W	1	0	0	1.28
YLR231C	20	0	22	37.5
YLR233C	7	0	72	2.34
YLR234W	14	0	98	370.0
YLR235C	0	0	0	0.0
YLR236C	4	0	0	2.51
YLR237W	12	0	28	28.7
YLR238W	10	0	23	0.179
YLR239C	10	0	33	13.1
YLR240W	29	0	40	22.4
YLR241W	14	0	21	1.4
YLR242C	11	0	43	2.46
YLR243W	29	1	21	11.4
YLR244C	29	0	30	323.0
YLR245C	24	0	14	38.3
YLR246W	24	0	27	1.38
YLR247C	14	0	24	2.97
YLR248W	14	0	46	266.0
YLR249W	14	1	81	10074.0
YLR250W	10	0	17	77.7
YLR251W	26	0	15	14.0
YLR252W	2	0	0	1.26
YLR253W	29	0	18	19.6
YLR254C	10	0	19	17.4
YLR255C	2	0	0	1.47
YLR256W	11	0	43	2.47
YLR257W	11	0	20	247.0
YLR258W	25	0	58	169.0
YLR259C	29	1	83	704.0
YLR260W	14	0	30	14.8
YLR261C	0	0	3	1.47
YLR262C	23	0	111	119.0
YLR262C-A	8	0	17	139.0
YLR263W	6	0	51	1.98
YLR264W	29	0	38	582.0
YLR264C-A	4	0	5	0.0
YLR265C	4	0	37	4.54
YLR266C	10	0	17	1.84
YLR267W	6	0	12	8.24
YLR268W	28	0	129	19.7
YLR270W	10	0	33	134.0
YLR269C	4	0	0	1.49
YLR271W	11	0	12	12.2
YLR272C	28	1	33	20.9
YLR273C	9	0	19	1.39
YLR274W	28	1	116	94.1
YLR275W	28	1	48	25.4
YLR276C	28	1	56	74.9
YLR277C	29	1	46	134.0
YLR278C	12	0	23	10.2
YLR279W	3	0	0	1.93
YLR280C	0	0	0	1.57
YLR281C	11	0	8	2.9
YLR283W	11	0	12	0.531
YLR282C	2	0	0	9.92
YLR284C	17	0	21	4.99
YLR285W	14	0	17	77.2
YLR285C-A	2	0	5	0.0
YLR286W-A	0	0	0	0.0
YLR286C	14	0	30	75.6
YLR287C	11	0	26	114.0
YLR287C-A	10	0	49	572.0
YLR288C	11	0	79	4.23
YLR289W	29	0	20	26.4
YLR290C	16	0	20	33.1
YLR291C	26	1	48	104.0
YLR292C	11	0	45	89.3
YLR293C	29	1	112	318.0
YLR294C	4	0	0	0.148
YLR295C	9	0	39	223.0
YLR296W	4	0	0	1.43
YLR297W	4	0	18	8.13
YLR298C	11	1	38	17.4
YLR299W	28	0	16	10.8
YLR299C-A	0	0	0	0.0
YLR300W	12	0	27	62.1
YLR301W	10	0	14	328.0
YLR303W	16	0	36	1213.0
YLR302C	4	0	0	1.21
YLR304C	26	0	64	1363.0
YLR305C	14	1	44	8.65
YLR306W	27	0	22	3.89
YLR307W	9	0	11	1.66
YLR307C-A	6	0	5	0.005
YLR308W	11	0	13	1.41
YLR309C	10	0	36	81.5
YLR310C	11	1	94	28.1
YLR311C	3	0	0	1.46
YLR312C	5	0	12	1.47
YLR312W-A	11	0	28	98.9
YLR313C	10	0	23	5.07
YLR314C	27	1	94	441.0
YLR315W	4	0	44	21.6
YLR317W	0	1	0	1.42
YLR316C	12	1	12	9.14
YLR318W	11	0	79	1.44
YLR319C	13	0	77	33.1
YLR320W	11	0	59	0.634
YLR322W	1	0	0	1.51
YLR321C	11	1	51	64.9
YLR323C	11	1	13	9.56
YLR324W	11	0	31	44.8
YLR325C	11	0	49	922.0
YLR326W	10	0	11	13.2
YLR327C	7	0	14	33.8
YLR328W	20	0	29	59.5
YLR329W	6	0	21	1.37
YLR330W	10	0	68	83.8
YLR332W	10	0	62	71.9
YLR331C	0	0	0	1.52
YLR333C	11	0	25	1595.0
YLR334C	10	0	0	1.52
YLR335W	11	0	98	200.0
YLR336C	14	1	25	36.1
YLR338W	2	0	0	0.33
YLR337C	10	0	80	17.5
YLR340W	28	1	100	1322.0
YLR339C	4	1	0	0.209
YLR341W	5	0	10	1.62
YLR342W	10	0	108	165.0
YLR342W-A	2	0	6	0.108
YLR343W	11	0	19	0.408
YLR344W	27	0	50	712.0
YLR345W	13	0	24	38.8
YLR346C	4	0	11	1.67
YLR347W-A	0	0	0	0.0
YLR347C	29	1	120	504.0
YLR349W	2	0	0	1.38
YLR348C	22	0	25	39.3
YLR350W	25	0	53	68.7
YLR351C	26	0	17	87.2
YLR352W	11	0	16	2.75
YLR353W	6	0	28	1.94
YLR354C	29	0	38	2188.0
YLR355C	16	1	55	7965.0
YLR356W	6	0	15	180.0
YLR357W	11	0	93	46.1
YLR358C	1	0	5	13.2
YLR359W	25	1	29	237.0
YLR360W	11	0	39	9.16
YLR361C	12	0	21	16.4
YLR361C-A	4	0	7	1.92
YLR362W	12	0	138	11.5
YLR363C	10	0	17	66.6
YLR363W-A	11	0	10	72.4
YLR364W	11	0	11	13.8
YLR365W	2	0	0	1.36
YLR366W	2	0	0	1.34
YLR364C-A	0	0	0	0.172
YLR367W	28	0	41	984.0
YLR368W	10	0	47	1.15
YLR369W	10	0	40	59.6
YLR370C	29	0	67	216.0
YLR371W	14	0	102	3.79
YLR372W	12	0	78	225.0
YLR373C	10	0	53	35.7
YLR375W	10	0	19	13.6
YLR374C	4	0	0	0.464
YLR376C	6	0	38	8.02
YLR377C	24	0	34	16.4
YLR379W	2	1	0	1.68
YLR378C	26	1	98	499.0
YLR380W	14	0	35	149.0
YLR381W	11	0	54	4.01
YLR382C	27	0	34	28.1
YLR383W	16	1	61	4.79
YLR384C	28	0	106	141.0
YLR385C	6	0	25	31.0
YLR386W	29	0	59	98.6
YLR387C	11	0	23	172.0
YLR388W	11	0	37	829.0
YLR389C	29	0	24	41.1
YLR390W	6	0	14	17.2
YLR390W-A	9	0	26	1044.0
YLR392C	10	0	17	8.26
YLR393W	13	0	31	18.5
YLR394W	7	0	36	1.39
YLR395C	7	0	26	39.7
YLR396C	11	0	77	15.5
YLR397C	11	1	33	32.5
YLR398C	25	0	71	79.6
YLR399W-A	0	0	0	0.169
YLR399C	12	0	71	164.0
YLR400W	2	0	0	1.38
YLR401C	29	0	28	90.8
YLR402W	4	0	0	1.53
YLR403W	10	0	44	10.9
YLR404W	6	0	29	8.17
YLR405W	24	0	17	29.8
YLR406C	27	0	44	690.0
YLR406C-A	4	0	5	0.0
YLR407W	11	0	10	44.2
YLR408C	6	0	14	11.2
YLR409C	26	1	52	47.2
YLR410W	14	0	59	141.0
YLR411W	10	0	14	1.57
YLR412W	11	0	15	64.2
YLR412C-A	4	0	4	0.0
YLR413W	10	0	22	282.0
YLR414C	10	0	20	54.2
YLR415C	4	0	6	1.67
YLR416C	3	0	0	1.68
YLR417W	27	0	61	19.3
YLR418C	14	0	114	35.6
YLR419W	14	0	24	40.9
YLR420W	16	0	18	178.0
YLR421C	11	0	56	128.0
YLR422W	11	0	21	5.99
YLR423C	11	0	69	4.55
YLR424W	10	1	45	5.99
YLR425W	11	0	43	2.11
YLR426W	12	0	25	16.2
YLR427W	11	0	17	29.1
YLR429W	27	0	52	136.0
YLR428C	2	0	0	1.53
YLR430W	13	1	80	19.6
YLR431C	11	0	22	6.23
YLR432W	28	0	57	610.0
YLR433C	27	0	54	68.5
YLR435W	11	0	33	133.0
YLR434C	4	0	0	1.43
YLR436C	7	0	35	17.5
YLR437C	6	0	15	6.92
YLR438W	29	0	27	568.0
YLR437C-A	2	0	0	0.0
YLR438C-A	11	1	54	121.0
YLR439W	11	0	35	71.9
YLR440C	11	1	31	32.3
YLR441C	25	0	64	1739.0
YLR442C	10	0	165	16.4
YLR443W	11	0	24	1.44
YLR444C	0	0	0	1.51
YLR445W	11	0	8	1.63
YLR446W	10	0	11	1.46
YLR447C	28	0	59	148.0
YLR448W	16	0	71	1351.0
YLR449W	10	0	64	194.0
YLR450W	29	0	53	23.9
YLR451W	13	0	29	3.08
YLR452C	11	0	62	94.9
YLR453C	4	0	50	6.33
YLR454W	11	0	18	15.6
YLR455W	11	0	22	34.2
YLR456W	10	0	9	5.56
YLR458W	0	1	0	1.41
YLR457C	6	1	26	10.9
YLR459W	29	1	21	2.31
YLR460C	12	0	10	8.37
YLR461W	5	0	11	1.19
YLR462W	10	0	5	1.86
YLR464W	6	0	8	0.05
YLR463C	0	0	0	1.36
YLR466W	10	0	8	1.72
YLR465C	0	0	0	1.25
YLR466C-A	0	0	0	0.006
YLR466C-B	1	0	0	0.0
YLR467W	10	0	21	1.46
YLR467C-A	0	0	0	0.006
YML133W-B	0	0	0	0.0
YML133W-A	0	0	0	0.508
YML133C	10	0	10	1.44
YML132W	6	0	13	6.21
YML131W	23	0	9	20.2
YML130C	26	1	35	104.0
YML129C	6	0	37	67.5
YML128C	10	0	40	63.6
YML127W	11	1	43	43.6
YML126C	28	1	31	1260.0
YML125C	11	1	27	303.0
YML124C	10	0	73	164.0
YML123C	14	0	66	2318.0
YML122C	4	0	0	1.72
YML121W	13	0	67	19.8
YML120C	12	0	40	141.0
YML119W	6	0	17	2.64
YML118W	10	0	14	4.47
YML117W	10	0	46	41.2
YML116W-A	1	0	0	0.106
YML116W	10	0	19	36.1
YML115C	11	0	40	42.6
YML114C	11	1	40	35.4
YML113W	5	0	19	42.2
YML112W	11	0	48	29.8
YML111W	11	0	42	8.08
YML110C	28	0	36	69.7
YML109W	10	0	50	6.34
YML108W	11	0	15	27.5
YML107C	6	0	23	16.9
YML106W	14	0	32	403.0
YML105C	11	1	26	68.0
YML104C	14	0	24	7.3
YML103C	12	0	80	126.0
YML102W	14	0	66	27.9
YML101C-A	0	0	0	0.197
YML101C	10	0	24	29.1
YML100W-A	3	0	6	1.52
YML100W	14	0	36	149.0
YML099W-A	1	0	0	0.234
YML099C	12	0	25	3.99
YML098W	11	1	41	21.0
YML097C	11	0	62	53.1
YML096W	29	0	12	38.7
YML095C	11	0	68	3.04
YML094W	28	0	63	86.1
YML094C-A	2	0	0	0.0
YML093W	12	1	36	63.5
YML092C	29	1	65	248.0
YML091C	11	1	33	22.6
YML090W	4	0	0	1.52
YML089C	4	0	0	1.6
YML088W	11	0	45	5.97
YML087C	10	0	14	1.39
YML086C	20	0	25	206.0
YML085C	29	1	95	242.0
YML084W	4	0	0	2.46
YML083C	8	0	10	1.7
YML082W	10	0	19	33.3
YML081C-A	7	0	27	91.0
YML081W	11	0	26	7.24
YML080W	14	0	19	49.8
YML079W	11	0	17	39.7
YML078W	24	0	26	115.0
YML077W	10	1	37	2.27
YML076C	11	0	24	9.48
YML075C	29	0	44	90.1
YML074C	10	0	73	131.0
YML073C	16	0	67	1021.0
YML072C	15	0	42	235.0
YML071C	11	0	48	64.9
YML070W	13	0	20	471.0
YML069W	15	1	97	227.0
YML068W	10	0	20	5.78
YML067C	25	0	35	53.1
YML066C	6	0	18	1.25
YML065W	10	1	73	34.2
YML064C	16	1	76	13.2
YML063W	25	0	75	3917.0
YML062C	6	0	78	78.0
YML061C	11	0	116	18.9
YML060W	26	0	35	30.5
YML059C	14	0	25	26.1
YML058W-A	4	0	14	2.17
YML058W	6	0	107	303.0
YML057W	19	0	47	127.0
YML057C-A	2	0	0	0.0
YML056C	28	0	48	178.0
YML055W	11	0	30	77.1
YML054C	24	0	28	114.0
YML054C-A	3	0	4	0.0
YML053C	4	0	12	6.8
YML052W	11	0	34	365.0
YML051W	11	0	83	7.41
YML050W	11	0	15	1.45
YML049C	11	1	35	81.0
YML048W	11	0	39	194.0
YML047W-A	3	0	0	0.0
YML047C	9	0	19	1.26
YML046W	11	1	35	36.6
YML043C	11	1	22	5.17
YML042W	25	0	32	111.0
YML041C	11	0	77	2.09
YML038C	27	0	31	18.8
YML037C	5	0	12	13.6
YML036W	11	0	26	7.12
YML035C	27	0	42	120.0
YML034W	10	0	41	31.0
YML034C-A	2	0	0	0.157
YML032C	11	0	419	13.8
YML031W	11	1	47	68.7
YML031C-A	3	0	0	0.0
YML030W	11	0	37	49.9
YML029W	11	0	36	19.0
YML028W	24	0	114	4440.0
YML027W	10	0	32	8.45
YML026C	27	0	82	1159.0
YML025C	14	1	31	31.2
YML024W	26	0	52	1881.0
YML023C	11	1	22	6.1
YML022W	29	0	27	225.0
YML021C	27	0	28	37.1
YML020W	11	0	15	18.1
YML019W	11	0	32	11.4
YML018C	24	0	13	48.1
YML017W	7	0	43	59.9
YML016C	11	0	86	35.1
YML015C	11	1	46	15.0
YML014W	27	0	33	20.7
YML013W	11	0	59	99.5
YML012C-A	0	0	0	0.0
YML012W	28	0	46	675.0
YML011C	11	0	14	14.1
YML010W	29	1	124	132.0
YML009W-B	0	0	0	0.866
YML009C-A	3	0	0	0.0
YML009C	11	0	27	30.4
YML008C	16	0	96	1001.0
YML007C-A	4	0	4	17.9
YML007W	10	0	130	18.2
YML006C	10	0	31	5.14
YML005W	11	0	16	13.0
YML004C	28	0	21	42.5
YML003W	7	0	8	2.04
YML002W	11	0	13	2.55
YML001W	26	0	111	95.4
YMR001C	24	1	139	12.3
YMR001C-A	4	0	6	0.0
YMR002W	13	0	22	143.0
YMR003W	8	0	24	21.8
YMR004W	11	0	31	27.0
YMR005W	11	1	60	74.4
YMR006C	13	0	21	4.47
YMR007W	4	0	0	12.9
YMR008C	13	0	28	7.83
YMR009W	14	0	18	12.8
YMR010W	23	0	25	16.2
YMR011W	12	0	38	177.0
YMR012W	11	0	55	520.0
YMR013C-A	0	0	0	0.0
YMR013C	11	1	20	0.289
YMR013W-A	4	0	0	1.59
YMR014W	11	0	21	50.0
YMR015C	15	0	49	323.0
YMR016C	9	0	40	9.29
YMR017W	10	0	19	1.53
YMR018W	10	0	11	1.27
YMR019W	10	0	21	2.98
YMR020W	13	0	23	49.7
YMR021C	10	0	41	102.0
YMR022W	27	0	85	54.0
YMR023C	27	0	28	7.15
YMR024W	11	0	36	83.5
YMR025W	6	0	24	1.54
YMR026C	11	0	42	11.2
YMR027W	26	0	20	161.0
YMR028W	15	1	44	3.6
YMR029C	11	0	29	63.2
YMR030W	5	0	14	12.2
YMR031W-A	4	0	0	1.41
YMR031C	10	0	39	331.0
YMR032W	11	0	63	14.2
YMR030W-A	4	0	4	0.06
YMR033W	14	1	75	32.6
YMR034C	10	0	11	1.82
YMR035W	28	0	20	0.601
YMR036C	10	0	52	2.04
YMR037C	10	0	138	11.9
YMR038C	24	0	45	367.0
YMR039C	10	0	67	79.8
YMR040W	11	0	14	1.66
YMR041C	13	0	13	126.0
YMR042W	10	0	23	0.469
YMR043W	10	1	67	79.9
YMR044W	10	0	29	43.5
YMR046W-A	10	0	0	0.0
YMR047C	11	1	99	49.5
YMR048W	10	0	97	19.0
YMR049C	29	1	78	151.0
YMR052W	11	0	28	14.8
YMR052C-A	2	0	0	1.2
YMR053C	11	0	23	2.1
YMR054W	12	0	46	12.5
YMR055C	14	0	104	2.08
YMR056C	11	0	36	3.92
YMR057C	4	0	0	1.45
YMR058W	13	0	61	164.0
YMR059W	11	1	15	356.0
YMR060C	10	0	57	14.8
YMR061W	29	1	79	63.9
YMR062C	15	0	18	191.0
YMR063W	13	0	27	1.57
YMR064W	10	0	18	5.71
YMR065W	11	0	23	1.33
YMR066W	11	0	23	7.33
YMR067C	10	0	36	38.3
YMR068W	10	0	32	12.2
YMR069W	9	0	15	3.94
YMR070W	10	0	49	42.3
YMR071C	14	0	27	40.9
YMR072W	10	0	52	229.0
YMR073C	12	0	31	11.0
YMR074C	11	0	24	95.0
YMR075W	11	0	71	9.91
YMR075C-A	0	0	0	0.214
YMR076C	27	1	47	136.0
YMR077C	14	0	55	16.4
YMR078C	12	0	102	3.12
YMR079W	24	1	85	892.0
YMR080C	29	0	127	98.0
YMR081C	6	0	8	1.95
YMR082C	4	0	0	1.22
YMR083W	12	0	38	525.0
YMR084W	10	0	5	19.1
YMR085W	10	0	6	1.53
YMR086W	10	0	26	25.9
YMR086C-A	3	0	0	1.21
YMR087W	11	0	15	1.75
YMR088C	11	0	14	1.63
YMR089C	19	0	48	121.0
YMR090W	10	0	9	65.6
YMR091C	12	0	55	50.1
YMR092C	29	0	39	215.0
YMR093W	28	1	49	205.0
YMR094W	11	1	46	0.072
YMR095C	16	0	18	3.63
YMR096W	16	0	23	73.4
YMR097C	25	0	21	12.0
YMR098C	11	0	21	18.9
YMR099C	17	0	23	236.0
YMR100W	11	0	30	0.845
YMR101C	12	0	19	4.85
YMR102C	11	0	20	13.4
YMR103C	4	0	0	0.492
YMR104C	24	0	48	13.2
YMR105C	29	0	39	241.0
YMR105W-A	3	0	2	0.0
YMR106C	10	0	109	7.02
YMR107W	6	0	9	5.87
YMR108W	16	1	47	633.0
YMR109W	23	0	75	150.0
YMR110C	24	0	30	39.3
YMR111C	11	0	31	3.53
YMR112C	10	1	45	7.58
YMR113W	14	1	12	25.6
YMR114C	10	0	12	2.25
YMR115W	11	0	26	79.3
YMR116C	29	0	108	5318.0
YMR117C	10	1	57	39.9
YMR118C	10	0	15	1.37
YMR119W	11	0	20	23.4
YMR119W-A	1	0	0	1.47
YMR120C	29	0	37	1325.0
YMR121C	28	0	32	351.0
YMR122C	3	0	0	1.62
YMR122W-A	6	0	16	396.0
YMR123W	10	0	37	125.0
YMR124W	7	0	27	20.1
YMR125W	11	0	79	137.0
YMR126C	10	0	11	9.65
YMR127C	12	0	45	2.34
YMR128W	14	1	45	53.0
YMR129W	14	0	69	106.0
YMR130W	12	0	7	6.32
YMR131C	28	1	31	154.0
YMR132C	10	0	10	23.9
YMR133W	6	0	15	0.224
YMR134W	11	1	18	35.3
YMR135W-A	3	0	0	1.43
YMR135C	11	0	28	23.4
YMR136W	10	0	15	1.33
