gene_name_1	orf_name_1	uniprot_ac_1	gene_name_2	orf_name_2	uniprot_ac_2	FILENAME	interface_area	IntraclashesGroup1	IntraclashesGroup2	Interaction Energy	StabilityGroup1	StabilityGroup2
RPS29A	YLR388W	P41057	RPS10A	YOR293W	Q08745	P41057-Q08745-EXP-6rbe.pdb1-d-0-K-0.pdb	291.88671875	4.27482	23.4344	-0.844183	41.3164	44.2328
RPS13	YDR064W	P05756	RPS11A	YDR025W	P0CX47	P05756-P0CX47-EXP-6eml.pdb1-Y-0-X-0.pdb	180.962890625	17.1138	16.7667	2.58057	44.4668	98.2616
RPS22A	YJL190C	P0C0W1	RPS11A	YDR025W	P0CX47	P0C0W1-P0CX47-EXP-6fai.pdb1-W-0-L-0.pdb	120.934814453	18.1018	15.2661	-0.781649	32.9929	66.8482
RPS23A	YGR118W	P0CX29	RPS11A	YDR025W	P0CX47	P0CX29-P0CX47-EXP-6fai.pdb1-X-0-L-0.pdb	452.598632812	15.6742	14.9464	-7.2479	84.2443	65.8903
RPS8A	YBL072C	P0CX39	RPS11A	YDR025W	P0CX47	P0CX39-P0CX47-EXP-6fai.pdb1-I-0-L-0.pdb	704.521484375	20.7171	15.0705	-7.48675	121.543	66.437
RPS13	YDR064W	P05756	RPS7A	YOR096W	P26786	P05756-P26786-EXP-6fai.pdb1-N-0-H-0.pdb	157.4140625	14.8292	15.1551	-0.509513	15.8366	72.0946
RPS22A	YJL190C	P0C0W1	RPS7A	YOR096W	P26786	P0C0W1-P26786-EXP-6fai.pdb1-W-0-H-0.pdb	447.63403320300006	20.2296	16.4182	-5.06896	35.7597	69.5041
RPS13	YDR064W	P05756	RPS27A	YKL156W	P35997	P05756-P35997-EXP-6fai.pdb1-N-0-b-0.pdb	642.8371582030001	13.8009	12.1637	-7.42042	18.311	69.3422
RPS21A	YKR057W	P0C0V8	RPS27A	YKL156W	P35997	P0C0V8-P35997-EXP-6fai.pdb1-V-0-b-0.pdb	417.702880859	6.52971	10.2696	2.21169	44.4859	63.8903
RPS22A	YJL190C	P0C0W1	RPS27A	YKL156W	P35997	P0C0W1-P35997-EXP-6fai.pdb1-W-0-b-0.pdb	508.3974609380001	18.4442	8.06538	-6.44247	38.4531	65.5842
RPS31	YLR167W	P05759	UBA1	YKL210W	P22515	P05759-P22515-EXP-5tr4.pdb1-B-0-A-0.pdb	1503.16821289	1.3043	40.7158	-24.2123	-1.69495	-151.297
UBI4	YLL039C	P0CG63	UBA1	YKL210W	P22515	P0CG63-P22515-EXP-5tr4.pdb1-B-0-A-0.pdb	1503.16821289	1.3043	40.7158	-24.2123	-1.69495	-151.297
CDC34	YDR054C	P14682	UBA1	YKL210W	P22515	P14682-P22515-EXP-6nya.pdb1-C-0-A-0.pdb	1607.25097656	13.6365	53.9692	-25.8039	-0.0660816	-148.506
RPS31	YLR167W	P05759	RSP5	YER125W	P39940	P05759-P39940-EXP-3olm.pdb1-D-0-A-0.pdb	840.355712891	4.41055	42.6442	-19.234	17.8983	59.8126
UBI4	YLL039C	P0CG63	RSP5	YER125W	P39940	P0CG63-P39940-EXP-3olm.pdb3-D-0-A-0.pdb	840.355712891	4.41055	42.6442	-19.234	17.8983	59.8126
SNA3	YJL151C	P14359	RSP5	YER125W	P39940	P14359-P39940-EXP-4lcd.pdb2-D-0-B-0.pdb	397.324829102	2.12797	55.8571	-8.75395	18.9338	109.772
RPS31	YLR167W	P05759	RPN11	YFR004W	P43588	P05759-P43588-EXP-5u4p.pdb2-C-1-B-1.pdb	1179.35668945	3.61455	14.9889	-17.0758	24.041	18.0195
UBI4	YLL039C	P0CG63	RPN11	YFR004W	P43588	P0CG63-P43588-EXP-5u4p.pdb2-C-1-B-1.pdb	1179.35668945	3.61455	14.9889	-17.0758	24.041	18.0195
RPL40A	YIL148W	P0CH08	RPN11	YFR004W	P43588	P0CH08-P43588-EXP-5u4p.pdb2-C-1-B-1.pdb	1179.35668945	3.61455	14.9889	-17.0758	24.041	18.0195
RPN12	YFR052W	P32496	RPN11	YFR004W	P43588	P32496-P43588-EXP-3jck.pdb1-H-0-G-0.pdb	244.639648438	50.4088	43.7692	-8.34328	143.984	163.633
RPN2	YIL075C	P32565	RPN11	YFR004W	P43588	P32565-P43588-EXP-5mpd.pdb1-N-0-V-0.pdb	695.549804688	61.4303	44.8224	-6.76174	381.486	216.535
RPT5	YOR117W	P33297	RPN11	YFR004W	P43588	P33297-P43588-EXP-6ef3.pdb1-M-0-r-0.pdb	227.403320312	42.3872	64.6927	-1.04635	329.744	311.004
RPT3	YDR394W	P33298	RPN11	YFR004W	P43588	P33298-P43588-EXP-6ef3.pdb1-K-0-r-0.pdb	160.661132812	43.9198	66.7982	-0.930668	311.37	311.293
RPT1	YKL145W	P33299	RPN11	YFR004W	P43588	P33299-P43588-EXP-4cr4.pdb1-H-0-V-0.pdb	381.590820312	54.2764	56.6604	-1.58383	262.767	172.675
RPS31	YLR167W	P05759	DSK2	YMR276W	P48510	P05759-P48510-EXP-pdb1wr1.ent-A-0-B-0.pdb	443.872558594	2.15134	0.746077	-9.77852	6.51871	3.48515
UBI4	YLL039C	P0CG63	DSK2	YMR276W	P48510	P0CG63-P48510-EXP-pdb1wr1.ent-A-0-B-0.pdb	443.872558594	2.15134	0.746077	-9.77852	6.51871	3.48515
RPL40A	YIL148W	P0CH08	DSK2	YMR276W	P48510	P0CH08-P48510-EXP-pdb1wr1.ent-A-0-B-0.pdb	443.872558594	2.15134	0.746077	-9.77852	6.51871	3.48515
RPL40B	YKR094C	P0CH09	DSK2	YMR276W	P48510	P0CH09-P48510-EXP-pdb1wr1.ent-A-0-B-0.pdb	443.872558594	2.15134	0.746077	-9.77852	6.51871	3.48515
RPS31	YLR167W	P05759	RPS12	YOR369C	P48589	P05759-P48589-EXP-6eml.pdb1-N-0-D-0.pdb	511.702880859	13.1142	6.543	-3.6952	65.0075	138.03
LTV1	YKL143W	P34078	RPS12	YOR369C	P48589	P34078-P48589-EXP-6fai.pdb1-j-0-M-0.pdb	133.9921875	2.05753	11.85	-0.501067	33.1204	69.6988
ENP1	YBR247C	P38333	RPS12	YOR369C	P48589	P38333-P48589-EXP-6fai.pdb1-i-0-M-0.pdb	142.674560547	18.9798	12.0954	-2.02849	-13.5751	67.1947
CDC36	YDL165W	P06100	CDC39	YCR093W	P25655	P06100-P25655-EXP-4by6.pdb1-E-0-D-0.pdb	1911.42626953	17.9325	40.6265	-35.3774	45.1826	-151.279
CDC36	YDL165W	P06100	NOT5	YPR072W	Q12514	P06100-Q12514-EXP-4by6.pdb1-E-0-F-0.pdb	3147.78808594	15.1901	8.75457	-69.53	48.4794	33.814
CDC39	YCR093W	P25655	NOT5	YPR072W	Q12514	P25655-Q12514-EXP-4by6.pdb2-A-0-C-0.pdb	2060.84814453	32.4339	9.40291	-48.8081	-153.811	42.5182
PRT1	YOR361C	P06103	TIF34	YMR146C	P40217	P06103-P40217-EXP-3zwl.pdb2-F-0-D-0.pdb	1026.01708984	3.25837	43.0395	-26.6412	6.51523	35.1558
RPG1	YBR079C	P38249	TIF34	YMR146C	P40217	P38249-P40217-EXP-3jap.pdb1-o-0-q-0.pdb	279.548828125	27.7567	21.9818	2.04636e-12	-53.3882	108.8
CDC7	YDL017W	P06243	RAD53	YPL153C	P22216	P06243-P22216-EXP-5t2s.pdb3-B-0-A-0.pdb	478.692199707	0.145275	13.0404	-9.99157	6.77809	-3.35179
RAD9	YDR217C	P14737	RAD53	YPL153C	P22216	P14737-P22216-EXP-pdb1k2n.ent-P-0-A-0.pdb	668.7567138669999	0.531723	72.5129	-2.42439	9.61439	136.848
CDC7	YDL017W	P06243	DBF4	YDR052C	P32325	P06243-P32325-EXP-5t2s.pdb2-D-0-C-0.pdb	545.190429688	1.38128	16.1183	-10.2921	7.95759	-9.41424
RAD53	YPL153C	P22216	DBF4	YDR052C	P32325	P22216-P32325-EXP-5t2s.pdb3-A-0-C-0.pdb	2061.55957031	11.7904	16.9038	-39.9887	2.99799	-6.72096
RPS14A	YCR031C	P06367	RPS1A	YLR441C	P33442	P06367-P33442-EXP-6fai.pdb1-O-0-B-0.pdb	750.8969726560001	12.9595	31.0923	5.96545	59.9586	84.2725
RPS14A	YCR031C	P06367	RPS26A	YGL189C	P39938	P06367-P39938-EXP-5ll6.pdb1-Z-0-e-0.pdb	1112.82421875	7.75306	9.88146	-13.5351	105.803	101.353
RPS1A	YLR441C	P33442	RPS26A	YGL189C	P39938	P33442-P39938-EXP-5ll6.pdb1-Q-0-e-0.pdb	306.798828125	15.4007	6.97217	-0.327096	144.886	93.9824
RPS14A	YCR031C	P06367	PNO1	YOR145C	Q99216	P06367-Q99216-EXP-6fai.pdb1-O-0-h-0.pdb	1234.88232422	13.1686	14.5716	-10.3752	60.9859	42.6123
RPS5	YJR123W	P26783	PNO1	YOR145C	Q99216	P26783-Q99216-EXP-6fai.pdb1-F-0-h-0.pdb	85.64306640619999	16.6108	14.7405	1.06324	90.5043	44.3666
RPS1A	YLR441C	P33442	PNO1	YOR145C	Q99216	P33442-Q99216-EXP-6fai.pdb1-B-0-h-0.pdb	231.578125	22.1992	14.7398	-1.374	76.9121	45.6234
RPS28A	YOR167C	Q3E7X9	PNO1	YOR145C	Q99216	Q3E7X9-Q99216-EXP-6fai.pdb1-c-0-h-0.pdb	133.222412109	7.07144	15.6739	-0.389165	32.9033	40.339
SIR2	YDL042C	P06700	SIR4	YDR227W	P11978	P06700-P11978-EXP-4iao.pdb2-B-0-D-0.pdb	3441.53955078	28.9014	9.59434	-75.5773	63.4103	81.3228
SIR3	YLR442C	P06701	RAP1	YNL216W	P11938	P06701-P11938-EXP-3owt.pdb1-C-0-A-0.pdb	825.03894043	0.563798	7.88354	-18.5153	9.8114	3.75224
CDC31	YOR257W	P06704	SFI1	YLL003W	Q12369	P06704-Q12369-EXP-2doq.pdb1-B-0-D-0.pdb	1611.77197266	20.1312	6.57659	-39.9683	95.1768	65.0529
CDC31	YOR257W	P06704	SUS1	YBR111W-A	Q6WNK7	P06704-Q6WNK7-EXP-3fwb.pdb1-A-0-C-0.pdb	131.272705078	8.92271	6.18893	-1.38603	16.911	6.68062
NUP1	YOR098C	P20676	SUS1	YBR111W-A	Q6WNK7	P20676-Q6WNK7-EXP-4mbe.pdb1-G-0-C-0.pdb	353.047058105	0.314049	14.8824	-9.00866	5.81477	15.2077
SAC3	YDR159W	P46674	SUS1	YBR111W-A	Q6WNK7	P46674-Q6WNK7-EXP-3fwb.pdb1-B-0-C-0.pdb	1573.72509766	1.06549	6.01583	-52.7049	-4.51942	14.5036
UBP8	YMR223W	P50102	SUS1	YBR111W-A	Q6WNK7	P50102-Q6WNK7-EXP-3mhs.pdb1-A-0-B-0.pdb	1160.23022461	29.4847	4.83684	-25.1314	52.0294	-2.61259
SGF73	YGL066W	P53165	SUS1	YBR111W-A	Q6WNK7	P53165-Q6WNK7-EXP-3mhs.pdb1-E-0-B-0.pdb	625.5046386719999	3.45258	6.79575	-11.0774	48.5934	-7.08677
SGF11	YPL047W	Q03067	SUS1	YBR111W-A	Q6WNK7	Q03067-Q6WNK7-EXP-3mhs.pdb1-C-0-B-0.pdb	1350.91333008	10.616	3.78246	-44.1053	25.0992	-4.26157
RAD7	YJR052W	P06779	ELC1	YPL046C	Q03071	P06779-Q03071-EXP-5zb2.pdb1-A-1-B-1.pdb	598.6862792969999	26.0545	8.02738	-17.3215	4.85332	11.2837
RHO1	YPR165W	P06780	SEC3	YER008C	P33332	P06780-P33332-EXP-3a58.pdb9-F-0-E-0.pdb	714.5795898439999	20.9873	21.9159	-17.2373	27.4969	24.6194
SEC6	YIL068C	P32844	SEC3	YER008C	P33332	P32844-P33332-EXP-5yfp.pdb1-C-0-A-0.pdb	105.607421875	1181.44	1142.77	-2.61973	1715.49	1871.01
SEC8	YPR055W	P32855	SEC3	YER008C	P33332	P32855-P33332-EXP-5yfp.pdb1-D-0-A-0.pdb	957.20703125	1094.89	1102.71	59.8424	1866.96	1853.04
SNF1	YDR477W	P06782	SNF4	YGL115W	P12904	P06782-P12904-EXP-3tdh.pdb1-A-0-C-0.pdb	1799.62255859	2.489	15.7095	-41.9744	12.5172	-8.59725
SNF1	YDR477W	P06782	SIP2	YGL208W	P34164	P06782-P34164-EXP-3tdh.pdb1-A-0-B-0.pdb	2359.64892578	2.68044	3.98976	-70.3727	15.3864	37.7214
SNF4	YGL115W	P12904	SIP2	YGL208W	P34164	P12904-P34164-EXP-3tdh.pdb1-C-0-B-0.pdb	1007.38818359	16.1461	3.2198	-31.4203	-10.2568	28.4263
RAD3	YER171W	P06839	TFB1	YDR311W	P32776	P06839-P32776-EXP-5oqj.pdb1-0-0-1-0.pdb	1135.14355469	67.2529	77.3778	-0.104171	299.494	107.216
RAD2	YGR258C	P07276	TFB1	YDR311W	P32776	P07276-P32776-EXP-2lox.pdb1-B-0-A-0.pdb	752.701416016	2.92634	61.9302	-6.34105	28.4845	124.764
RAD4	YER162C	P14736	TFB1	YDR311W	P32776	P14736-P32776-EXP-2m14.pdb1-B-0-A-0.pdb	563.9221191409999	1.94042	45.4788	-0.407321	20.2587	101.462
RAD3	YER171W	P06839	TFB3	YDR460W	Q03290	P06839-Q03290-EXP-5oqj.pdb1-0-0-3-0.pdb	270.345703125	67.9179	16.6246	-11.3262	303.867	79.975
RPB7	YDR404C	P34087	TFB3	YDR460W	Q03290	P34087-Q03290-EXP-5oqm.pdb1-G-0-3-0.pdb	129.819335938	8.16246	18.1392	0.371455	57.554	74.2022
TFA1	YKL028W	P36100	TFB3	YDR460W	Q03290	P36100-Q03290-EXP-5oqj.pdb1-W-0-3-0.pdb	415.400390625	18.5179	16.8674	-8.40562	73.1094	78.1094
RAD3	YER171W	P06839	SSL1	YLR005W	Q04673	P06839-Q04673-EXP-5oqj.pdb1-0-0-6-0.pdb	494.107421875	66.4079	27.2697	-4.44446	303.726	105.805
TFB1	YDR311W	P32776	SSL1	YLR005W	Q04673	P32776-Q04673-EXP-5oqj.pdb1-1-0-6-0.pdb	642.006835938	40.8402	27.1829	0.92593	71.6856	110.492
SPT3	YDR392W	P06844	SPT7	YBR081C	P35177	P06844-P35177-EXP-6t9k.pdb1-C-0-K-0.pdb	943.043457031	17.7728	14.0839	-16.4674	65.5697	137.29
SPT3	YDR392W	P06844	TAF6	YGL112C	P53040	P06844-P53040-EXP-6t9k.pdb1-C-0-E-0.pdb	145.878417969	16.766	24.4514	0.365856	61.8438	235.87
SPT7	YBR081C	P35177	TAF6	YGL112C	P53040	P35177-P53040-EXP-6t9k.pdb1-K-0-E-0.pdb	3765.13964844	19.2765	27.2687	-59.9988	151.383	247.237
TAF5	YBR198C	P38129	TAF6	YGL112C	P53040	P38129-P53040-EXP-6t9k.pdb1-D-0-E-0.pdb	4116.4609375	60.0128	25.965	-65.1479	272.346	245.421
SPT3	YDR392W	P06844	TAF12	YDR145W	Q03761	P06844-Q03761-EXP-6t9k.pdb1-C-0-I-0.pdb	954.489746094	14.0473	6.17081	-5.85445	64.6973	56.6691
TRA1	YHR099W	P38811	TAF12	YDR145W	Q03761	P38811-Q03761-EXP-6t9j.pdb1-T-0-I-0.pdb	2774.77148438					
SPT20	YOL148C	P50875	TAF12	YDR145W	Q03761	P50875-Q03761-EXP-6t9j.pdb1-B-0-I-0.pdb	683.576660156	3.24406	4.52599	-5.85512	30.8728	50.7413
TAF6	YGL112C	P53040	TAF12	YDR145W	Q03761	P53040-Q03761-EXP-6t9k.pdb1-E-0-I-0.pdb	496.141601562	23.2603	4.93791	-6.7404	235.472	57.4578
SGF73	YGL066W	P53165	TAF12	YDR145W	Q03761	P53165-Q03761-EXP-6t9k.pdb1-Q-0-I-0.pdb	248.889160156	5.23291	5.71997	-4.55925	55.4155	54.7884
SPT3	YDR392W	P06844	TAF10	YDR167W	Q12030	P06844-Q12030-EXP-6t9k.pdb1-C-0-G-0.pdb	1233.48925781	17.3631	8.33368	-24.0757	69.9192	79.2428
SPT7	YBR081C	P35177	TAF10	YDR167W	Q12030	P35177-Q12030-EXP-6t9k.pdb1-K-0-G-0.pdb	3258.75634766	14.2789	9.2308	-77.3044	144.189	84.2627
TAF5	YBR198C	P38129	TAF10	YDR167W	Q12030	P38129-Q12030-EXP-6t9k.pdb1-D-0-G-0.pdb	263.800292969	59.5048	8.88633	-1.05519	255.742	73.1983
TAF6	YGL112C	P53040	TAF10	YDR167W	Q12030	P53040-Q12030-EXP-6t9k.pdb1-E-0-G-0.pdb	606.774902344	24.1549	8.79944	-0.911691	234.906	73.1608
TAF12	YDR145W	Q03761	TAF10	YDR167W	Q12030	Q03761-Q12030-EXP-6t9k.pdb1-I-0-G-0.pdb	177.90478515599995	4.5268	9.54209	-4.56735	54.1524	72.7249
TAF9	YMR236W	Q05027	TAF10	YDR167W	Q12030	Q05027-Q12030-EXP-6t9k.pdb1-F-0-G-0.pdb	434.930175781	4.97326	8.07395	-5.24865	36.8683	74.9929
SPT3	YDR392W	P06844	HFI1	YPL254W	Q12060	P06844-Q12060-EXP-6t9k.pdb1-C-0-H-0.pdb	607.023925781	17.3698	10.8843	0.723769	60.5622	132.519
SPT7	YBR081C	P35177	HFI1	YPL254W	Q12060	P35177-Q12060-EXP-6t9k.pdb1-K-0-H-0.pdb	721.05859375	13.77	12.1297	-8.65797	134.985	139.148
TAF5	YBR198C	P38129	HFI1	YPL254W	Q12060	P38129-Q12060-EXP-6t9k.pdb1-D-0-H-0.pdb	395.3388671880001	61.0237	11.4566	-6.06424	254.736	134.234
SPT20	YOL148C	P50875	HFI1	YPL254W	Q12060	P50875-Q12060-EXP-6t9k.pdb1-B-0-H-0.pdb	1358.61035156	13.0053	11.9158	-10.8497	90.8212	134.854
TAF6	YGL112C	P53040	HFI1	YPL254W	Q12060	P53040-Q12060-EXP-6t9k.pdb1-E-0-H-0.pdb	329.006835938	23.692	11.0697	-0.500177	233.292	132.518
SGF73	YGL066W	P53165	HFI1	YPL254W	Q12060	P53165-Q12060-EXP-6t9k.pdb1-Q-0-H-0.pdb	2426.14013672	3.95025	10.9805	-37.4272	60.2895	138.749
TAF12	YDR145W	Q03761	HFI1	YPL254W	Q12060	Q03761-Q12060-EXP-6t9k.pdb1-I-0-H-0.pdb	2559.51464844	4.45129	12.3264	-64.1573	68.1466	151.16
TAF9	YMR236W	Q05027	HFI1	YPL254W	Q12060	Q05027-Q12060-EXP-6t9k.pdb1-F-0-H-0.pdb	862.436523438	4.34676	10.7058	-8.6501	40.1605	135.876
TAF10	YDR167W	Q12030	HFI1	YPL254W	Q12060	Q12030-Q12060-EXP-6t9k.pdb1-G-0-H-0.pdb	151.353027344	9.25781	11.017	-0.497767	73.104	133.098
CYT1	YOR065W	P07143	QCR9	YGR183C	P22289	P07143-P22289-EXP-3cx5.pdb1-D-0-I-0.pdb	883.858398438	11.7873	2.81438	-21.1169	13.2087	24.2294
COR1	YBL045C	P07256	QCR9	YGR183C	P22289	P07256-P22289-EXP-3cx5.pdb1-L-0-T-0.pdb	276.306396484	31.3048	1.90687	-1.06039	28.0709	21.5968
RIP1	YEL024W	P08067	QCR9	YGR183C	P22289	P08067-P22289-EXP-3cx5.pdb1-P-0-T-0.pdb	727.677490234	14.8047	1.98641	-10.938	51.9984	22.2219
FAS1	YKL182W	P07149	FAS2	YPL231W	P19097	P07149-P19097-EXP-2uv8.pdb1-G-1-C-0.pdb	257.1953125					
CDC33	YOL139C	P07260	CAF20	YOR276W	P12962	P07260-P12962-EXP-6fc3.pdb1-A-0-B-0.pdb	1533.03686523	9.83388	0.897257	-43.1134	-28.5594	14.1135
CDC33	YOL139C	P07260	EAP1	YKL204W	P36041	P07260-P36041-EXP-6fc1.pdb1-A-0-B-0.pdb	2314.18945312	6.2586	2.36109	-63.8875	-33.5361	31.7832
CDC33	YOL139C	P07260	TIF4631	YGR162W	P39935	P07260-P39935-EXP-1rf8.pdb1-A-0-B-0.pdb	2165.9296875	212.901	68.9841	18.2926	463.942	192.078
TIF1	YKR059W	P10081	TIF4631	YGR162W	P39935	P10081-P39935-EXP-2vso.pdb1-A-0-E-0.pdb	1412.36914062	34.7711	23.4433	-32.7161	5.25008	13.9032
TIF2	YJL138C	P10081	TIF4631	YGR162W	P39935	P10081-P39935-EXP-2vso.pdb1-A-0-E-0.pdb	1412.36914062	34.7711	23.4433	-32.7161	5.25008	13.9032
PHO4	YFR034C	P07270	PSE1	YMR308C	P32337	P07270-P32337-EXP-3w3x.pdb1-B-0-A-0.pdb	656.31072998	2.53353	90.8878	-9.33341	10.4496	-103.507
STE12	YHR084W	P13574	PSE1	YMR308C	P32337	P13574-P32337-EXP-3w3w.pdb1-B-0-A-0.pdb	701.328918457	1.10008	97.3962	-13.6435	11.6252	-102.981
RPS19A	YOL121C	P07280	RPS16A	YMR143W	P0CX51	P07280-P0CX51-EXP-6fai.pdb1-T-0-Q-0.pdb	152.44140625	11.7116	9.80589	0.011538	51.2185	30.7338
RPS19A	YOL121C	P07280	RPS18A	YDR450W	P0CX55	P07280-P0CX55-EXP-6fai.pdb1-T-0-S-0.pdb	421.514160156	11.9384	13.6468	-5.3162	53.8842	74.1723
ARD1	YHR013C	P07347	NAT1	YDL040C	P12945	P07347-P12945-EXP-4xnh.pdb1-B-0-A-0.pdb	4005.55761719	14.6676	50.2777	-93.848	15.9444	-136.58
ARD1	YHR013C	P07347	NAT5	YOR253W	Q08689	P07347-Q08689-EXP-4xnh.pdb1-B-0-C-0.pdb	355.428222656	14.3558	11.8451	-3.13961	7.28902	3.11267
NAT1	YDL040C	P12945	NAT5	YOR253W	Q08689	P12945-Q08689-EXP-4xnh.pdb1-A-0-C-0.pdb	689.8657226560001	48.2156	10.2416	-15.5392	-152.116	3.66759
SEC4	YFL005W	P07560	SEC2	YNL272C	P17065	P07560-P17065-EXP-2eqb.pdb1-A-0-B-0.pdb	809.6098632810001	48.421	7.78099	-20.0225	130.978	81.8779
RPC40	YPR110C	P07703	RPA135	YPR010C	P22138	P07703-P22138-EXP-6rui.pdb1-C-0-B-0.pdb	1391.72363281	13.645	100.966	-25.6508	105.715	442.622
RPA190	YOR341W	P10964	RPA135	YPR010C	P22138	P10964-P22138-EXP-6rui.pdb1-A-0-B-0.pdb	8717.3125					
RPO26	YPR187W	P20435	RPA135	YPR010C	P22138	P20435-P22138-EXP-4c2m.pdb1-F-0-B-0.pdb	128.0234375	6.67925	112.682	-0.3849	-9.89391	168.293
RPC40	YPR110C	P07703	RPB10	YOR210W	P22139	P07703-P22139-EXP-6rui.pdb1-C-0-J-0.pdb	1106.45727539	14.5437	6.4705	-26.7626	108.508	34.5637
RPB2	YOR151C	P08518	RPB10	YOR210W	P22139	P08518-P22139-EXP-1twf.pdb1-B-0-J-0.pdb	1523.51074219	154.631	8.25135	-30.0586	407.514	34.0424
RPB3	YIL021W	P16370	RPB10	YOR210W	P22139	P16370-P22139-EXP-1twf.pdb1-C-0-J-0.pdb	1076.015625	41.432	7.23391	-21.1704	135.288	35.0596
RPA135	YPR010C	P22138	RPB10	YOR210W	P22139	P22138-P22139-EXP-6rui.pdb1-B-0-J-0.pdb	1929.91821289	101.67	6.34678	-38.9641	435.742	36.9688
RPC40	YPR110C	P07703	RRN3	YKL125W	P36070	P07703-P36070-EXP-6ruo.pdb1-C-0-O-0.pdb	117.083007812	16.8787	28.2313	0.0262323	177.354	342.865
RPA190	YOR341W	P10964	RRN3	YKL125W	P36070	P10964-P36070-EXP-6rui.pdb1-A-0-O-0.pdb	701.349609375					
RPO26	YPR187W	P20435	RRN3	YKL125W	P36070	P20435-P36070-EXP-6rqt.pdb1-F-0-O-0.pdb	347.818603516	5.39048	37.3626	-0.00203614	72.0163	424.323
RPA135	YPR010C	P22138	RRN3	YKL125W	P36070	P22138-P36070-EXP-6rui.pdb1-B-0-O-0.pdb	245.298828125	99.9385	41.4258	0.584552	423.186	280.093
RPC19	YNL113W	P28000	RRN3	YKL125W	P36070	P28000-P36070-EXP-6ruo.pdb1-K-0-O-0.pdb	82.2844238281	4.23585	27.7117	0.57624	78.9343	341.809
RPC40	YPR110C	P07703	RPC10	YHR143W-A	P40422	P07703-P40422-EXP-6rui.pdb1-C-0-L-0.pdb	714.015380859	14.6661	4.08781	-18.2846	104.034	25.563
RPB2	YOR151C	P08518	RPC10	YHR143W-A	P40422	P08518-P40422-EXP-1twf.pdb2-B-1-L-1.pdb	968.962402344	156.688	12.8925	-12.7332	397.507	65.0027
RPB3	YIL021W	P16370	RPC10	YHR143W-A	P40422	P16370-P40422-EXP-1twf.pdb2-C-0-L-0.pdb	564.1716308590001	40.4473	11.9497	-8.47109	132.622	61.0678
RPA135	YPR010C	P22138	RPC10	YHR143W-A	P40422	P22138-P40422-EXP-6rui.pdb1-B-0-L-0.pdb	1041.24487305	101.564	4.34299	-19.6005	425.17	27.0076
RPB10	YOR210W	P22139	RPC10	YHR143W-A	P40422	P22139-P40422-EXP-6rui.pdb1-J-0-L-0.pdb	163.714355469	6.37333	4.89096	-0.234472	32.0693	23.5412
RET1	YOR207C	P22276	RPC10	YHR143W-A	P40422	P22276-P40422-EXP-6tut.pdb1-B-0-L-0.pdb	875.0766601560001	69.8066	4.84365	-16.1189	491.273	35.6209
SUA7	YPR086W	P29055	RPC10	YHR143W-A	P40422	P29055-P40422-EXP-5fyw.pdb1-M-0-L-0.pdb	86.8061523438	40.5495	7.37945	-0.214739	108.959	36.8083
BRF1	YGR246C	P29056	RPC10	YHR143W-A	P40422	P29056-P40422-EXP-6f40.pdb1-V-0-L-0.pdb	112.348388672	19.0178	5.37863	0.0232711	275.679	41.2344
RPC40	YPR110C	P07703	RPA34	YJL148W	P47006	P07703-P47006-EXP-6rui.pdb1-C-0-N-0.pdb	425.7958984380001	14.8385	7.27985	-2.22964	106.029	91.6007
RPA135	YPR010C	P22138	RPA34	YJL148W	P47006	P22138-P47006-EXP-6rui.pdb1-B-0-N-0.pdb	1575.97363281	104.78	6.23092	-22.6572	427.256	98.0905
RPB10	YOR210W	P22139	RPA34	YJL148W	P47006	P22139-P47006-EXP-6rui.pdb1-J-0-N-0.pdb	113.641845703	6.48025	7.17851	-2.91233	32.1944	94.4403
CDC4	YFL009W	P07834	SIC1	YLR079W	P38634	P07834-P38634-EXP-3v7d.pdb1-B-0-E-0.pdb	782.121704102	56.4505	0.702231	-12.9252	-8.39023	6.53768
CDC4	YFL009W	P07834	SKP1	YDR328C	P52286	P07834-P52286-EXP-3v7d.pdb1-B-0-A-0.pdb	1467.56152344	53.1974	10.3779	-40.4957	-10.1646	-14.605
CTF13	YMR094W	P35203	SKP1	YDR328C	P52286	P35203-P52286-EXP-6gyu.pdb1-A-0-D-0.pdb	2339.24023438	41.9621	10.6987	-46.688	219.613	41.9852
CEP3	YMR168C	P40969	SKP1	YDR328C	P52286	P40969-P52286-EXP-6gyu.pdb1-B-0-D-0.pdb	1080.38574219	36.7024	9.05871	-8.86873	18.994	33.64
PBS2	YJL128C	P08018	SHO1	YER118C	P40073	P08018-P40073-EXP-2vkn.pdb1-C-0-A-0.pdb	399.72076416	0.0172775	2.94572	-11.5447	3.43127	1.19495
RPB2	YOR151C	P08518	RAD26	YJR035W	P40352	P08518-P40352-EXP-5vvr.pdb1-B-0-M-0.pdb	527.834960938	208.29	56.8878	-4.14003	519.425	79.2777
RPB2	YOR151C	P08518	TFG1	YGR186W	P41895	P08518-P41895-EXP-5ip7.pdb1-B-0-Q-0.pdb	275.788391113	72.8513	0.620826	-7.26389	269.614	16.9741
RPB9	YGL070C	P27999	TFG1	YGR186W	P41895	P27999-P41895-EXP-5fyw.pdb1-I-0-Q-0.pdb	220.39599609400005	11.1944	26.2399	1.07736	67.7936	123.908
